번호,시도,시군구,주소,주택유형,신청자수,x,y,img,geometry,deposit,m2,deposit_m2,distanceM_near_station,near_station,distance_comp,expected_time
53,인천광역시,인천 계양구,"인천 계양구 동양동 597-3, 597-4 아인스빌2차 3층 301호",다세대주택,39,37.5634798311089,126.756540763739,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002182211876.jpg,POINT (126.756540763739 37.5634798311089),6840.0,33.61,203.51085986313598,1419.820342208275,귤현,29.005227243042064,95.7172499020388
52,인천광역시,인천 계양구,"인천 계양구 작전동 197, 197-3 유림파크빌 4층 401호",다세대주택,36,37.5289317311853,126.729461128251,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002182447409.jpg,POINT (126.729461128251 37.5289317311853),8820.0,39.69,222.22222222222223,702.8509863053299,작전,31.22011266701464,103.0263718011483
51,인천광역시,인천 계양구,인천 계양구 장기동 147-20 에덴하우스 C동 5층 501호,다세대주택,32,37.5783330317786,126.736066910822,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171224861.jpeg,POINT (126.736066910822 37.5783330317786),10440.0,70.54,148.00113410830733,672.3802128268347,계양,31.324538190140633,103.37097602746408
50,인천광역시,인천 남동구,인천 남동구 간석동 114-4 휴하임주건축물 1동 3층 303호,오피스텔(주거용),26,37.465828544206,126.711176483233,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002182116875.jpg,POINT (126.711176483233 37.465828544206),12510.0,67.968,184.0572033898305,312.42249130458913,간석오거리,33.204844406187085,109.57598654041738
49,인천광역시,인천 남동구,인천 남동구 간석동 120-7 하이베리원 1동 11층 1101호,다세대주택,21,37.4646415768831,126.714075109232,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926172757916.png,POINT (126.714075109232 37.4646415768831),15930.0,70.16,227.05245153933868,624.4451457694481,간석오거리,32.931747064972924,108.67476531441065
48,인천광역시,인천 남동구,인천 남동구 간석동 216-18 티케이리즈빌 7층 702호,오피스텔(주거용),37,37.4677289158232,126.707535707939,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002182530628.jpg,POINT (126.707535707939 37.4677289158232),13590.0,58.04,234.1488628532047,125.05872149019581,간석오거리,33.5441816480844,110.6957994386785
47,인천광역시,인천 남동구,인천 남동구 간석동 216-18 TK리즈빌 4층 402호,오피스텔(주거용),32,37.4677289158232,126.707535707939,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002182146736.jpg,POINT (126.707535707939 37.4677289158232),13590.0,58.04,234.1488628532047,125.05872149019581,간석오거리,33.5441816480844,110.6957994386785
46,인천광역시,인천 남동구,"인천 남동구 간석동 285-3, 285-8 우리드란 14층 1401호",오피스텔(주거용),45,37.4607459516732,126.707985865524,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20241002183821621.jpg,POINT (126.707985865524 37.4607459516732),14490.0,75.8,191.16094986807389,469.3878432206468,석천사거리,33.58604863441935,110.83396049358385
45,인천광역시,인천 남동구,"인천 남동구 구월동 1118-27, 1118-28 두원파크빌 3층 302호",오피스텔(주거용),50,37.451090179977,126.694648015737,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171603888.png,POINT (126.694648015737 37.451090179977),11520.0,53.3,216.13508442776737,671.961072053468,예술회관,35.04601162096163,115.65183834917337
44,인천광역시,인천 남동구,인천 남동구 만수동 2-10 월드이클래스 9층 903호,오피스텔(주거용),19,37.4628834758093,126.738725110558,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173620687.png,POINT (126.738725110558 37.4628834758093),13770.0,57.834,238.09523809523807,1045.3502836145221,만수,30.511913250706098,100.68931372733012
43,인천광역시,인천 동구,인천 동구 송림동 8-467 참좋은집 1동 4층 404호,오피스텔(주거용),13,37.4825813555819,126.651336895936,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173807163.png,POINT (126.651336895936 37.4825813555819),10170.0,68.7,148.03493449781658,1667.9103425110407,제물포(인천대학교 제물포캠퍼스),39.016294341057744,128.75377132549056
42,인천광역시,인천 미추홀구,인천 미추홀구 숭의동 339-14 스타뷰 9층 902호,오피스텔(주거용),40,37.4609961701491,126.643228772085,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171536124.png,POINT (126.643228772085 37.4609961701491),13230.0,80.75,163.8390092879257,472.4586137220181,숭의역(인하대병원),40.00977855361005,132.03226922691314
41,인천광역시,인천 미추홀구,"인천 미추홀구 용현동 565-25, 565-26 리치타운 3층 301호",다세대주택,17,37.4562829837411,126.64048876307,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171354319.png,POINT (126.64048876307 37.4562829837411),12510.0,67.13,186.35483390436468,511.9667502497785,숭의역(인하대병원),40.33724427008448,133.11290609127877
40,인천광역시,인천 미추홀구,인천 미추홀구 주안동 1485 탑클래시아 9층 903호,오피스텔(주거용),32,37.4509729048657,126.682053611862,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173531100.png,POINT (126.682053611862 37.4509729048657),14400.0,59.34,242.66936299292212,748.8391620774453,시민공원(문화창작지대),36.29229728985029,119.76458105650595
39,인천광역시,인천 미추홀구,인천 미추홀구 주안동 173-8 명가캐스빌 4층 402호,다세대주택,24,37.4605694406468,126.680741512334,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171327738.png,POINT (126.680741512334 37.4605694406468),11880.0,67.09,177.07557012967655,219.79835474369233,시민공원(문화창작지대),36.28986536452216,119.75655570292311
38,인천광역시,인천 미추홀구,"인천 미추홀구 주안동 180-17, 180-13 뉴팰리스 7층 702호",오피스텔(주거용),30,37.4591911813541,126.681614859279,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926172957533.png,POINT (126.681614859279 37.4591911813541),11430.0,57.3,199.47643979057594,95.53864171190659,시민공원(문화창작지대),36.220703701911845,119.52832221630908
37,인천광역시,인천 미추홀구,인천 미추홀구 주안동 75-89 스타캐슬 4층 402호,오피스텔(주거용),21,37.4622000221832,126.684407674319,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926174139871.png,POINT (126.684407674319 37.4622000221832),11880.0,57.553,206.41843170642713,471.2935435932199,주안,35.90596222992086,118.48967535873884
36,인천광역시,인천 부평구,인천 부평구 부개동 317-7 그레이스힐 1동 5층 503호,다세대주택,53,37.4859607199669,126.739421994282,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173933689.png,POINT (126.739421994282 37.4859607199669),7470.0,34.35,217.46724890829694,319.1387389691476,부개역,30.203882756651772,99.67281309695085
35,인천광역시,인천 부평구,인천 부평구 부평동 158-1 하이원 6층 604호,오피스텔(주거용),26,37.4972409051362,126.732074676578,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173019735.png,POINT (126.732074676578 37.4972409051362),17640.0,67.64,260.79243051448844,984.2479979760427,굴포천,30.885129315356032,101.9209267406749
34,인천광역시,인천 부평구,인천 부평구 부평동 158-1 하이원 7층 708호,오피스텔(주거용),27,37.4972409051362,126.732074676578,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926172605810.png,POINT (126.732074676578 37.4972409051362),17640.0,66.43,265.54267650158056,984.2479979760427,굴포천,30.885129315356032,101.9209267406749
33,인천광역시,인천 부평구,인천 부평구 부평동 375-2 예승파크뷰 2층 203호,오피스텔(주거용),68,37.5018126680294,126.730442256213,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171420713.png,POINT (126.730442256213 37.5018126680294),12420.0,59.21,209.7618645499071,542.872992156555,굴포천,31.039023609894805,102.42877791265285
32,인천광역시,인천 부평구,인천 부평구 부평동 495-3 헤르메스 1동 4층 406호 (외벽표시:A동),오피스텔(주거용),29,37.4902471477826,126.731448462065,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171250479.png,POINT (126.731448462065 37.4902471477826),16470.0,63.26,260.3540942143535,645.9921351429111,부개역,30.975030619224846,102.21760104344199
31,인천광역시,인천 부평구,인천 부평구 부평동 564-8 반석아인스힐 2동 4층 402호 (외벽표기:B동),오피스텔(주거용),34,37.4922757548093,126.728215319991,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926170037475.png,POINT (126.728215319991 37.4922757548093),15660.0,70.41,222.4115892628888,507.01396353580253,부평,31.288494416159534,103.25203157332645
30,인천광역시,인천 부평구,인천 부평구 부평동 746-2 트인레뷰 6층 605호,오피스텔(주거용),51,37.4891466568597,126.720568794183,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926172653097.png,POINT (126.720568794183 37.4891466568597),13500.0,69.92,193.07780320366132,281.3527764302494,부평,32.067203841357916,105.82177267648112
29,인천광역시,인천 서구,인천 서구 검암동 635-12 휴캐슬 나동 2층 202호,다세대주택,43,37.5615388876533,126.676426411378,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173713466.png,POINT (126.676426411378 37.5615388876533),9900.0,49.59,199.6370235934664,116.03195326203924,검바위,36.86138084092359,121.64255677504784
28,인천광역시,인천 서구,인천 서구 검암동 673-3 삼성센스빌 A동 3층 302호,다세대주택,18,37.5554013830943,126.674057987639,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926173649548.png,POINT (126.674057987639 37.5554013830943),10080.0,52.58,191.70787371624192,507.46089140982366,아시아드경기장(공촌사거리),37.0083264367763,122.12747724136179
27,인천광역시,인천 서구,인천 서구 경서동 731-14 두호리치빌 3층 303호,다세대주택,19,37.5581226608439,126.653371997036,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171452092.png,POINT (126.653371997036 37.5581226608439),9180.0,50.715,181.01153504880213,2293.050760694117,검암,39.094735743454855,129.01262795340102
26,인천광역시,인천 서구,인천 서구 당하동 1042-4 중앙E-클래스13차 102동 4층 401호,다세대주택,23,37.5903182876274,126.702396760212,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171201915.png,POINT (126.702396760212 37.5903182876274),9540.0,45.15,211.29568106312294,2694.978746685977,독정,34.87967127082667,115.10291519372801
25,인천광역시,인천 서구,"인천 서구 왕길동 669-1, 669-3 타워팰리스6차 2동 4층 404호",연립주택,29,37.6004685505063,126.659751307135,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171129194.png,POINT (126.659751307135 37.6004685505063),11970.0,59.6,200.83892617449663,350.68712425245974,검단사거리,39.26311323142535,129.56827366370365
24,인천광역시,인천 서구,인천 서구 왕길동 673-3 힐스타운 103동 3층 304호,연립주택,21,37.5980172155829,126.659369536676,http://www.khug.or.kr/updata/khgc/khgccms/cms/upload/1264/20240926171056176.png,POINT (126.659369536676 37.5980172155829),12330.0,73.64,167.43617599130906,467.47700113140553,검단사거리,39.24185749748318,129.4981297416945
